threshold,total_return,max_drawdown,sharpe_ratio,win_rate,total_trades,profit_factor,risk_filtered_ratio,custom_score
-0.1,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
-0.08,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
-0.06,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
-0.039999999999999994,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
-0.01999999999999999,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
1.3877787807814457e-17,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.020000000000000018,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.04000000000000001,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.060000000000000026,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.08000000000000004,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.10000000000000003,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.12000000000000002,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.14000000000000004,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.16000000000000006,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.18000000000000002,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.20000000000000004,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.22000000000000006,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.24000000000000007,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.2600000000000001,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
0.28,-3.006849289901256,12.430389603840792,-0.1350670539629491,48.57142857142857,140,0.9596854443077973,0.3998451712792723,-0.22388399581806356
